,1,2,3
1,5307.945327,1708.398998,2431.044141
2,5237.341771,1682.085026,2408.072011
3,5165.152599,1660.293489,2384.696553
4,5092.492296,1642.653086,2361.129134
5,5020.475349,1628.79252,2337.581122
6,4950.367799,1618.360909,2314.302267
7,4884.041908,1611.089045,2291.695851
8,4823.521493,1606.728137,2270.203536
9,4770.830368,1605.029392,2250.266986
10,4727.234575,1605.641932,2232.135951
11,4690.969058,1607.806515,2215.292531
12,4659.510984,1610.66181,2199.02691
13,4630.337521,1613.346487,2182.629275
14,4601.96479,1615.814152,2166.061434
15,4577.064721,1621.278149,2151.971691
16,4559.348196,1633.766763,2143.679971
17,4552.526099,1657.308273,2144.506201
18,4558.937616,1694.091422,2156.736086
19,4575.435149,1738.946788,2178.518447
20,4597.499406,1784.86541,2206.967884
21,4620.611093,1824.838323,2239.198997
22,4641.642354,1853.665735,2272.332899
23,4663.031078,1873.384515,2303.516762
24,4688.606594,1887.840701,2329.904271
25,4722.198229,1900.880332,2348.649111
26,4766.919806,1915.593555,2358.451158
27,4823.023144,1932.046957,2364.195055
28,4890.044555,1949.551236,2372.311637
29,4967.520353,1967.41709,2389.231738
30,5054.279109,1984.907193,2419.460699
31,5146.318426,2001.09213,2459.801891
32,5238.928164,2014.994463,2505.133188
33,5327.398182,2025.636752,2550.332468
34,5408.031889,2032.265509,2591.168405
35,5481.186882,2035.023032,2626.972875
36,5548.234305,2034.275573,2657.968553
37,5610.545304,2030.389378,2684.378113
38,5668.964564,2023.792611,2706.34296
39,5722.230936,2015.161087,2723.679418
40,5768.55681,2005.232536,2736.122542
41,5806.154575,1994.744686,2743.407388
42,5833.822326,1984.242141,2745.491116
43,5852.700974,1973.496992,2743.21931
44,5864.517136,1962.088205,2737.659657
45,5870.997427,1949.594744,2729.879846
46,5873.352338,1935.712093,2720.736087
47,5870.727869,1920.601805,2710.23867
48,5861.753893,1904.541954,2698.186409
49,5845.060286,1887.810612,2684.378113
50,5819.962062,1870.895595,2668.794457
51,5788.514798,1855.123697,2652.143559
52,5753.459209,1842.031459,2635.315399
53,5717.53601,1833.155418,2619.199955
54,5682.443512,1829.095184,2604.171243
55,5645.710399,1826.702641,2588.539413
56,5603.822953,1821.892744,2570.098649
57,5553.267451,1810.580447,2546.643138
58,5492.089636,1790.919137,2516.830657
59,5424.573095,1770.015933,2482.773356
60,5356.56088,1757.216382,2447.446979
61,5293.896042,1761.866035,2413.827269
62,5243.710475,1790.343307,2386.236566
63,5218.291448,1837.158074,2374.383595
64,5231.215075,1893.853077,2389.323676
65,5296.057471,1951.971057,2442.11213
66,5421.13212,2004.646241,2538.688
67,5593.702,2051.3788,2664.525219
68,5795.767459,2093.260391,2799.98144
69,6009.328845,2131.38267,2925.41432
70,6216.897951,2166.278922,3024.889388
71,6403.032349,2196.248941,3097.303686
72,6552.801054,2219.034147,3145.262128
73,6651.273082,2232.375963,3171.369633
74,6689.588057,2234.954854,3178.815264
75,6683.168049,2229.207456,3173.124681
76,6653.505737,2218.509452,3160.407691
77,6622.093798,2206.236523,3146.774101
78,6605.387832,2194.887166,3136.881695
79,6599.695116,2183.45115,3129.58016
80,6596.285849,2170.041062,3122.26716
81,6586.430229,2152.769485,3112.340358
82,6563.470105,2130.183726,3097.483043
83,6529.033926,2102.569961,3076.521008
84,6486.821795,2070.649088,3048.565673
85,6440.533812,2035.142003,3012.728456
86,6392.49492,1996.854725,2968.622449
87,6339.52943,1956.933752,2917.867436
88,6277.086492,1916.610705,2862.584873
89,6200.615259,1877.117204,2804.896216
90,6107.035069,1839.429488,2746.609777
91,5999.146016,1803.502264,2688.281281
92,5881.218378,1769.034857,2630.15331
93,5757.522435,1735.726595,2572.468446
94,5631.824894,1703.359223,2515.509215
95,5505.878163,1672.044177,2459.717929
96,5380.931078,1641.975313,2405.576844
97,5258.232473,1613.346487,2353.568217
98,5139.575293,1586.332945,2304.327668
99,5028.928915,1561.035495,2259.104262
100,4930.806824,1537.536335,2219.300432
101,4849.722505,1515.917664,2186.318604
102,4788.516584,1496.216565,2160.927031
103,4743.33825,1478.289674,2141.357246
104,4708.663833,1461.948509,2125.206603
105,4678.96966,1447.004593,2110.072457
106,4649.745999,1433.357118,2094.129283
107,4620.538862,1421.255962,2077.860036
108,4591.908197,1411.038675,2062.324793
109,4564.413955,1403.042807,2048.583629
110,4538.934982,1397.65307,2037.674832
111,4517.625719,1395.442815,2030.549529
112,4502.959503,1397.032557,2028.137058
113,4497.409674,1403.042807,2031.366757
114,4502.83177,1413.836331,2040.754865
115,4518.610131,1428.744899,2055.165215
116,4543.511298,1446.842532,2073.048544
117,4576.301811,1467.203252,2092.855585
118,4615.114296,1488.826713,2112.924247
119,4655.545712,1510.415096,2131.141128
120,4692.559103,1530.596216,2145.280001
121,4721.117514,1547.997886,2153.114637
122,4738.695779,1561.933096,2153.840461
123,4752.815892,1574.455534,2152.339502
124,4773.511635,1588.304064,2154.91544
125,4810.816793,1606.217549,2167.871956
126,4871.869964,1630.254969,2195.416913
127,4952.229,1659.755775,2233.37491
128,5044.55657,1693.379534,2275.474727
129,5141.515339,1729.785813,2315.445144
130,5236.495168,1767.682085,2348.557854
131,5325.794682,1805.967454,2376.2562
132,5406.439696,1843.588928,2401.526434
133,5475.456028,1879.493517,2427.354811
134,5530.902857,1912.689491,2455.706978
135,5574.972806,1942.430164,2484.46616
136,5610.891863,1968.030111,2510.494976
137,5641.886016,1988.803904,2530.656043
138,5670.508379,2004.367248,2542.641333
139,5696.620585,2015.540354,2547.460232
140,5719.411398,2023.444565,2546.951477
141,5738.06958,2029.201221,2542.953808
142,5751.871601,2033.612704,2536.949897
143,5760.444765,2036.205556,2528.99815
144,5763.504087,2036.187357,2518.800908
145,5760.764578,2032.765691,2506.060511
146,5752.297061,2025.584467,2490.785984
147,5739.595596,2016.032909,2474.213082
148,5724.510051,2005.936569,2457.884243
149,5708.890296,1997.120999,2443.341906
150,5693.818246,1990.746561,2431.546073
151,5677.303994,1985.312852,2421.126998
152,5656.589681,1978.654278,2410.1325
153,5628.917445,1968.605246,2396.610397
154,5592.30353,1953.628013,2379.017489
155,5547.860583,1934.696236,2357.446505
156,5497.475357,1913.411423,2332.399157
157,5443.034602,1891.375081,2304.377155
158,5389.702823,1871.572809,2276.421972
159,5355.75553,1862.526565,2261.734127
160,5362.745988,1874.142401,2276.053899
161,5432.22746,1916.326365,2335.121569
162,5578.099093,1994.435447,2447.99087
163,5783.643563,2095.630387,2596.969354
164,6024.48943,2202.522867,2757.678027
165,6276.265253,2297.724564,2905.737895
166,6516.592185,2367.682421,3021.684264
167,6731.061744,2414.184421,3105.709647
168,6907.258044,2442.85381,3162.92086
169,7032.765195,2459.313832,3198.424717
170,7100.271517,2468.513647,3217.289242
171,7122.882152,2472.706059,3224.427293
172,7118.80645,2473.469788,3224.712939
173,7106.253761,2472.383553,3223.020248
174,7099.581907,2470.499805,3222.865253
175,7097.742596,2466.765929,3222.331838
176,7095.836012,2459.603045,3218.145855
177,7088.962334,2447.432269,3207.033153
178,7072.138663,2428.854782,3186.36749
179,7040.049768,2403.192017,3156.114247
180,6987.297338,2369.945468,3116.886714
181,6908.483062,2328.61663,3069.298178
182,6800.51812,2279.051397,3014.092623
183,6669.551667,2222.473259,2952.536807
184,6524.04235,2160.450104,2886.028184
185,6372.448817,2094.549823,2815.964206
186,6221.87623,2026.286404,2743.686128
187,6074.015811,1956.958245,2670.310416
188,5929.2053,1887.809844,2596.897337
189,5787.782433,1820.085698,2524.50716
190,5650.318749,1754.97576,2454.140525
191,5518.320981,1693.451801,2386.559571
192,5393.529663,1636.43105,2322.46681
193,5277.685329,1584.830734,2262.564751
194,5172.946801,1539.858723,2207.812179
195,5083.14605,1503.885465,2160.192961
196,5012.533338,1479.572048,2121.947234
197,4965.358924,1469.579565,2095.315139
198,4943.983005,1475.386814,2081.590569
199,4943.20552,1493.743437,2078.282446
200,4955.936344,1520.216781,2081.953449
201,4975.085352,1550.374199,2089.166256
202,4995.385248,1581.00982,2097.322111
203,5018.860051,1613.8249,2107.176523
204,5049.35661,1651.747478,2120.323567
205,5090.721772,1697.70559,2138.357318
206,5145.487585,1753.148798,2162.385356
207,5210.926895,1813.612754,2191.569279
208,5282.997745,1873.154635,2224.584192
209,5357.65818,1925.831616,2260.105198
210,5432.22562,1967.250525,2297.319144
211,5509.45499,1999.216791,2337.45984
212,5593.460592,2025.085497,2382.272839
213,5688.356726,2048.211724,2433.503694
214,5796.515939,2071.444668,2491.93316
215,5913.343754,2095.609989,2554.482801
216,6032.503939,2121.027461,2617.109384
217,6147.660263,2148.01686,2675.769677
218,6253.64308,2176.666378,2727.423634
219,6349.949087,2206.137886,2773.043959
220,6437.241568,2235.361674,2814.606544
221,6516.183806,2263.268029,2854.087279
222,6587.266941,2288.845644,2892.873658
223,6650.293537,2311.316819,2929.999578
224,6704.894012,2329.962258,2963.910536
225,6750.698788,2344.062663,2993.052031
226,6787.586379,2353.156619,3016.336067
227,6816.427678,2357.814232,3034.540673
228,6838.341672,2358.863491,3048.910386
229,6854.447352,2357.132383,3060.689742
230,6865.600712,2353.417174,3070.902489
231,6871.605783,2348.387231,3079.689228
232,6872.003602,2342.6802,3086.969772
233,6866.335208,2336.933725,3092.663933
234,6854.489584,2331.617336,3096.627785
235,6837.747498,2326.528101,3098.462445
236,6817.73766,2321.294975,3097.705294
237,6796.088785,2315.54691,3093.893709
238,6773.807377,2309.115792,3086.906306
239,6749.411117,2302.64523,3077.986646
240,6720.795479,2296.981765,3068.719525
241,6685.855936,2292.971939,3060.689742
242,6643.615673,2291.22711,3054.891852
243,6597.608715,2291.417915,3049.95944
244,6552.4968,2292.979811,3043.935853
245,6512.941664,2295.348251,3034.864434
246,6483.009208,2299.271999,3021.847497
247,6464.381999,2310.753036,3008.223233
248,6458.146765,2337.106653,2998.388801
249,6465.390239,2385.648137,2996.741361
250,6485.989396,2459.918587,3006.069255
251,6514.982208,2548.362343,3022.725557
252,6546.196889,2635.649551,3041.454524
253,6573.461659,2706.45036,3057.000412
254,6593.759945,2748.747745,3066.178753
255,6616.696023,2763.775989,3074.090178
256,6655.02938,2756.0822,3087.906595
257,6721.519505,2730.213488,3114.799911
258,6823.661352,2690.819356,3158.993509
259,6947.891744,2642.95888,3212.916682
260,7075.382972,2591.793531,3266.0502
261,7187.307326,2542.484779,3307.874831
262,7268.403668,2498.810877,3330.350011
263,7317.677139,2459.017205,3335.349827
264,7337.699451,2419.965924,3327.227034
265,7331.042316,2378.519198,3310.334385
266,7300.765719,2332.068522,3288.245813
267,7251.88274,2280.122725,3261.419975
268,7189.894732,2222.719971,3229.536703
269,7120.303046,2159.898424,3192.275834
270,7047.142049,2092.076026,3149.569512
271,6968.578167,2021.189844,3102.359122
272,6881.310838,1949.556726,3051.838358
273,6782.0395,1879.493517,2999.200914
274,6668.875015,1813.125104,2945.42928
275,6545.573929,1751.808524,2890.661128
