"","x"
"2024-01-01 01:00:00",1904.444801
"2024-01-01 01:15:00",1838.17288562173
"2024-01-01 01:30:00",1787.71501356855
"2024-01-01 01:45:00",1751.0661709811
"2024-01-01 02:00:00",1726.221344
"2024-01-01 02:15:00",1711.00925636038
"2024-01-01 02:30:00",1702.5935821754
"2024-01-01 02:45:00",1697.97173315272
"2024-01-01 03:00:00",1694.141121
"2024-01-01 03:15:00",1688.93046945238
"2024-01-01 03:30:00",1683.49375035486
"2024-01-01 03:45:00",1679.81624757991
"2024-01-01 04:00:00",1679.883245
"2024-01-01 04:15:00",1685.1943925801
"2024-01-01 04:30:00",1695.30680465517
"2024-01-01 04:45:00",1709.29196165265
"2024-01-01 05:00:00",1726.221344
"2024-01-01 05:15:00",1745.36797352409
"2024-01-01 05:30:00",1766.81103764948
"2024-01-01 05:45:00",1790.83126520012
"2024-01-01 06:00:00",1817.709385
"2024-01-01 06:15:00",1847.36846432353
"2024-01-01 06:30:00",1878.30092424693
"2024-01-01 06:45:00",1908.64152429687
"2024-01-01 07:00:00",1936.525024
"2024-01-01 07:15:00",1960.81403415053
"2024-01-01 07:30:00",1983.28257061279
"2024-01-01 07:45:00",2006.43250051866
"2024-01-01 08:00:00",2032.765691
"2024-01-01 08:15:00",2063.91967555872
"2024-01-01 08:30:00",2098.0746531769
"2024-01-01 08:45:00",2132.54648920662
"2024-01-01 09:00:00",2164.651049
"2024-01-01 09:15:00",2192.11306323958
"2024-01-01 09:30:00",2214.29272392963
"2024-01-01 09:45:00",2230.95908840486
"2024-01-01 10:00:00",2241.881214
"2024-01-01 10:15:00",2246.9667125611
"2024-01-01 10:30:00",2246.6774139796
"2024-01-01 10:45:00",2241.6137026583
"2024-01-01 11:00:00",2232.375963
"2024-01-01 11:15:00",2219.62256793791
"2024-01-01 11:30:00",2204.24384452697
"2024-01-01 11:45:00",2187.18810835255
"2024-01-01 12:00:00",2169.403675
"2024-01-01 12:15:00",2151.63543589038
"2024-01-01 12:30:00",2133.81458578751
"2024-01-01 12:45:00",2115.66889529088
"2024-01-01 13:00:00",2096.926135
"2024-01-01 13:15:00",2077.42001067243
"2024-01-01 13:30:00",2057.40796869799
"2024-01-01 13:45:00",2037.25339062456
"2024-01-01 14:00:00",2017.319658
"2024-01-01 14:15:00",1997.87979043551
"2024-01-01 14:30:00",1978.84535979552
"2024-01-01 14:45:00",1960.03757600777
"2024-01-01 15:00:00",1941.277649
"2024-01-01 15:15:00",1922.7351260699
"2024-01-01 15:30:00",1905.97290399494
"2024-01-01 15:45:00",1892.9022169225
"2024-01-01 16:00:00",1885.434299
"2024-01-01 16:15:00",1886.3123653005
"2024-01-01 16:30:00",1901.60755459974
"2024-01-01 16:45:00",1938.22298659911
"2024-01-01 17:00:00",2003.061781
"2024-01-01 17:15:00",2098.84954296246
"2024-01-01 17:30:00",2211.60181948111
"2024-01-01 17:45:00",2323.1566430092
"2024-01-01 18:00:00",2415.352046
"2024-01-01 18:15:00",2474.50526284965
"2024-01-01 18:30:00",2504.85033572583
"2024-01-01 18:45:00",2515.1005087391
"2024-01-01 19:00:00",2513.969026
"2024-01-01 19:15:00",2508.8126556858
"2024-01-01 19:30:00",2501.56226224056
"2024-01-01 19:45:00",2492.79223417504
"2024-01-01 20:00:00",2483.07696
"2024-01-01 20:15:00",2472.82363342276
"2024-01-01 20:30:00",2461.77066893692
"2024-01-01 20:45:00",2449.48928623262
"2024-01-01 21:00:00",2435.550705
"2024-01-01 21:15:00",2419.36073671689
"2024-01-01 21:30:00",2399.66356001176
"2024-01-01 21:45:00",2375.03794530075
"2024-01-01 22:00:00",2344.062663
"2024-01-01 22:15:00",2305.88540200656
"2024-01-01 22:30:00",2261.92952514105
"2024-01-01 22:45:00",2214.18731370502
"2024-01-01 23:00:00",2164.651049
"2024-01-01 23:15:00",2114.98498117876
"2024-01-01 23:30:00",2065.54123579903
"2024-01-01 23:45:00",2016.34390726979
"2024-01-02 00:00:00",1967.41709
"2024-01-02 00:15:00",1918.85974651278
"2024-01-02 00:30:00",1871.07031178781
"2024-01-02 00:45:00",1824.52208891894
"2024-01-02 01:00:00",1779.688381
"2024-01-02 01:15:00",1737.05248492639
"2024-01-02 01:30:00",1697.13767279973
"2024-01-02 01:45:00",1660.47721052321
"2024-01-02 02:00:00",1627.604364
"2024-01-02 02:15:00",1598.93755578167
"2024-01-02 02:30:00",1574.43583501327
"2024-01-02 02:45:00",1553.94340748824
"2024-01-02 03:00:00",1537.304479
"2024-01-02 03:15:00",1524.31138146255
"2024-01-02 03:30:00",1514.54895127217
"2024-01-02 03:45:00",1507.55015094571
"2024-01-02 04:00:00",1502.847943
"2024-01-02 04:15:00",1500.11197944625
"2024-01-02 04:30:00",1499.55867027304
"2024-01-02 04:45:00",1501.54111496331
"2024-01-02 05:00:00",1506.412413
"2024-01-02 05:15:00",1514.3649486587
"2024-01-02 05:30:00",1524.94824538566
"2024-01-02 05:45:00",1537.55111141979
"2024-01-02 06:00:00",1551.562355
"2024-01-02 06:15:00",1566.50565691895
"2024-01-02 06:30:00",1582.44418818431
"2024-01-02 06:45:00",1599.57599235752
"2024-01-02 07:00:00",1618.099113
