"","x"
"2024-01-01 01:00:00",5.05885905826433
"2024-01-01 01:15:00",6.77575635178988
"2024-01-01 01:30:00",7.99076919593394
"2024-01-01 01:45:00",8.77715540849256
"2024-01-01 02:00:00",9.2081728072618
"2024-01-01 02:15:00",9.3625022949562
"2024-01-01 02:30:00",9.34051711396432
"2024-01-01 02:45:00",9.24801359159324
"2024-01-01 03:00:00",9.19078805515
"2024-01-01 03:15:00",9.24752140734917
"2024-01-01 03:30:00",9.38843285253524
"2024-01-01 03:45:00",9.55662617046022
"2024-01-01 04:00:00",9.69520514087609
"2024-01-01 04:15:00",9.76126416736293
"2024-01-01 04:30:00",9.76786014881318
"2024-01-01 04:45:00",9.74204060794736
"2024-01-01 05:00:00",9.71085306748598
"2024-01-01 05:15:00",9.69568942931964
"2024-01-01 05:30:00",9.69531911201921
"2024-01-01 05:45:00",9.70285591332561
"2024-01-01 06:00:00",9.71141363097978
"2024-01-01 06:15:00",9.71556362539589
"2024-01-01 06:30:00",9.71570750768103
"2024-01-01 06:45:00",9.71370445161555
"2024-01-01 07:00:00",9.71141363097978
"2024-01-01 07:15:00",9.71030136725154
"2024-01-01 07:30:00",9.71026257269862
"2024-01-01 07:45:00",9.71079930728627
"2024-01-01 08:00:00",9.71141363097978
"2024-01-01 08:15:00",9.71171269147663
"2024-01-01 08:30:00",9.71172398740318
"2024-01-01 08:45:00",9.71158010511804
"2024-01-01 09:00:00",9.71141363097978
"2024-01-01 09:15:00",9.71132965272064
"2024-01-01 09:30:00",9.71132326356734
"2024-01-01 09:45:00",9.71136205812027
"2024-01-01 10:00:00",9.71141363097978
"2024-01-01 10:15:00",9.71145048351951
"2024-01-01 10:30:00",9.71146474420614
"2024-01-01 10:45:00",9.71145344827958
"2024-01-01 11:00:00",9.71141363097978
"2024-01-01 11:15:00",9.71135019907999
"2024-01-01 11:30:00",9.7112995454868
"2024-01-01 11:45:00",9.71130593464009
"2024-01-01 12:00:00",9.71141363097978
"2024-01-01 12:15:00",9.71163032816484
"2024-01-01 12:30:00",9.71181743673051
"2024-01-01 12:45:00",9.71179979643114
"2024-01-01 13:00:00",9.71140224702104
"2024-01-01 13:15:00",9.71057033230212
"2024-01-01 13:30:00",9.70973241226657
"2024-01-01 13:45:00",9.70943755095417
"2024-01-01 14:00:00",9.71023481240467
"2024-01-01 14:15:00",9.71225827289791
"2024-01-01 14:30:00",9.71398205767397
"2024-01-01 14:45:00",9.71346530421297
"2024-01-01 15:00:00",9.70876714999504
"2024-01-01 15:15:00",9.69943774313289
"2024-01-01 15:30:00",9.69099127426955
"2024-01-01 15:45:00",9.69043294468062
"2024-01-01 16:00:00",9.7047679556417
"2024-01-01 16:15:00",9.73372865971375
"2024-01-01 16:30:00",9.74795601459921
"2024-01-01 16:45:00",9.71081812928585
"2024-01-01 17:00:00",9.58568311276148
"2024-01-01 17:15:00",9.35499872415349
"2024-01-01 17:30:00",9.0775313231478
"2024-01-01 17:45:00",8.83112691956992
"2024-01-01 18:00:00",8.69363152324538
"2024-01-01 18:15:00",8.71907078587388
"2024-01-01 18:30:00",8.86618892665185
"2024-01-01 18:45:00",9.06990980664991
"2024-01-01 19:00:00",9.26515728693866
"2024-01-01 19:15:00",9.39915184258775
"2024-01-01 19:30:00",9.46830040466297
"2024-01-01 19:45:00",9.48130651822916
"2024-01-01 20:00:00",9.44687372835116
"2024-01-01 20:15:00",9.37729622737417
"2024-01-01 20:30:00",9.29923079676489
"2024-01-01 20:45:00",9.24292486527041
"2024-01-01 21:00:00",9.23862586163779
"2024-01-01 21:15:00",9.30604606253042
"2024-01-01 21:30:00",9.42275713627689
"2024-01-01 21:45:00",9.55579559912208
"2024-01-01 22:00:00",9.6721979673109
"2024-01-01 22:15:00",9.74519700769273
"2024-01-01 22:30:00",9.77281048953493
"2024-01-01 22:45:00",9.75925243270936
"2024-01-01 23:00:00",9.70873685708788
"2024-01-01 23:15:00",9.6289241498531
"2024-01-01 23:30:00",9.54126016743068
"2024-01-01 23:45:00",9.47063713355705
"2024-01-02 00:00:00",9.44194727196862
"2024-01-02 00:15:00",9.47145951278882
"2024-01-02 00:30:00",9.54094961168909
"2024-01-02 00:45:00",9.6235700307279
"2024-01-02 01:00:00",9.69247323196368
"2024-01-02 01:15:00",9.72732894321258
"2024-01-02 01:30:00",9.73387595532143
"2024-01-02 01:45:00",9.72437032489478
"2024-01-02 02:00:00",9.71106810853713
"2024-01-02 02:15:00",9.70380006599563
"2024-01-02 02:30:00",9.7026957695878
"2024-01-02 02:45:00",9.70545949477379
"2024-01-02 03:00:00",9.70979551701374
"2024-01-02 03:15:00",9.71363383443058
"2024-01-02 03:30:00",9.71580733579839
"2024-01-02 03:45:00",9.71537463255406
"2024-01-02 04:00:00",9.71139433613446
"2024-01-02 04:15:00",9.70400392694063
"2024-01-02 04:30:00",9.69765636123022
"2024-01-02 04:45:00",9.69788346422506
"2024-01-02 05:00:00",9.71021706114697
"2024-01-02 05:15:00",9.7343105170338
"2024-01-02 05:30:00",9.7463033561876
"2024-01-02 05:45:00",9.71645664272644
"2024-01-02 06:00:00",9.61503144076841
"2024-01-02 06:15:00",9.42747795449951
"2024-01-02 06:30:00",9.20000294837747
"2024-01-02 06:45:00",8.99400232692794
"2024-01-02 07:00:00",8.87087199467656
"2024-01-02 07:15:00",8.87329004554881
"2024-01-02 07:30:00",8.96906333106945
"2024-01-02 07:45:00",9.10728089216304
"2024-01-02 08:00:00",9.23703176975418
"2024-01-02 08:15:00",9.31710166072019
"2024-01-02 08:30:00",9.3450628857494
"2024-01-02 08:45:00",9.3281844214829
"2024-01-02 09:00:00",9.27373524456178
"2024-01-02 09:15:00",9.18319138405291
"2024-01-02 09:30:00",9.03485707872635
"2024-01-02 09:45:00",8.80124361977795
"2024-01-02 10:00:00",8.45486229840357
"2024-01-02 10:15:00",7.99524170948811
"2024-01-02 10:30:00",7.5299796626727
"2024-01-02 10:45:00",7.19369127128753
"2024-01-02 11:00:00",7.12099164866279
"2024-01-02 11:15:00",7.39466272864847
"2024-01-02 11:30:00",7.8901537271738
"2024-01-02 11:45:00",8.43108068068782
"2024-01-02 12:00:00",8.84105962563957
"2024-01-02 12:15:00",8.98540921036403
"2024-01-02 12:30:00",8.89625853073991
"2024-01-02 12:45:00",8.64743929453186
"2024-01-02 13:00:00",8.31278320950453
"2024-01-02 13:15:00",7.95274636849958
"2024-01-02 13:30:00",7.57428240466668
"2024-01-02 13:45:00",7.17096933623253
"2024-01-02 14:00:00",6.73638518142382
"2024-01-02 14:15:00",6.26987828883264
"2024-01-02 14:30:00",5.79387832851271
"2024-01-02 14:45:00",5.33658530088316
"2024-01-02 15:00:00",4.92619920636312
"2024-01-02 15:15:00",4.58357662634252
"2024-01-02 15:30:00",4.30020046609448
"2024-01-02 15:45:00",4.06021021186292
"2024-01-02 16:00:00",3.84774534989175
"2024-01-02 16:15:00",3.64435338649949
"2024-01-02 16:30:00",3.42121390830298
"2024-01-02 16:45:00",3.14691452199366
"2024-01-02 17:00:00",2.79004283426299
"2024-01-02 17:15:00",2.33457739781642
"2024-01-02 17:30:00",1.82606054941553
"2024-01-02 17:45:00",1.32542557183594
"2024-01-02 18:00:00",0.893605747853234
"2024-01-02 18:15:00",0.577773489866517
"2024-01-02 18:30:00",0.370057728768827
"2024-01-02 18:45:00",0.248826525076691
