"","x"
"2024-01-01 01:00:00",0
"2024-01-01 01:15:00",0
"2024-01-01 01:30:00",0
"2024-01-01 01:45:00",0
"2024-01-01 02:00:00",0
"2024-01-01 02:15:00",0
"2024-01-01 02:30:00",0
"2024-01-01 02:45:00",0
"2024-01-01 03:00:00",0
"2024-01-01 03:15:00",0
"2024-01-01 03:30:00",0
"2024-01-01 03:45:00",0
"2024-01-01 04:00:00",0
"2024-01-01 04:15:00",0
"2024-01-01 04:30:00",0
"2024-01-01 04:45:00",0
"2024-01-01 05:00:00",0
"2024-01-01 05:15:00",0
"2024-01-01 05:30:00",0
"2024-01-01 05:45:00",0
"2024-01-01 06:00:00",0
"2024-01-01 06:15:00",0
"2024-01-01 06:30:00",0
"2024-01-01 06:45:00",0
"2024-01-01 07:00:00",0
"2024-01-01 07:15:00",0.831209555972678
"2024-01-01 07:30:00",2.89098784169281
"2024-01-01 07:45:00",6.98691343612398
"2024-01-01 08:00:00",13.9265649182298
"2024-01-01 08:15:00",24.1586922793419
"2024-01-01 08:30:00",36.6967311602648
"2024-01-01 08:45:00",50.1952886141709
"2024-01-01 09:00:00",63.3089716942329
"2024-01-01 09:15:00",74.9643372723512
"2024-01-01 09:30:00",85.1757414953372
"2024-01-01 09:45:00",94.2294903287309
"2024-01-01 10:00:00",102.411889738071
"2024-01-01 10:15:00",109.947532144
"2024-01-01 10:30:00",116.814155787566
"2024-01-01 10:45:00",122.927785364919
"2024-01-01 11:00:00",128.20444557221
"2024-01-01 11:15:00",132.582173101179
"2024-01-01 11:30:00",136.087052625924
"2024-01-01 11:45:00",138.767180816132
"2024-01-01 12:00:00",140.670654341493
"2024-01-01 12:15:00",141.837107390323
"2024-01-01 12:30:00",142.272324225447
"2024-01-01 12:45:00",141.97362662832
"2024-01-01 13:00:00",140.938336380396
"2024-01-01 13:15:00",139.156666847111
"2024-01-01 13:30:00",136.590397729825
"2024-01-01 13:45:00",133.194200313877
"2024-01-01 14:00:00",128.922745884609
"2024-01-01 14:15:00",123.73153140664
"2024-01-01 14:30:00",117.579356561696
"2024-01-01 14:45:00",110.425846710785
"2024-01-01 15:00:00",102.230627214912
"2024-01-01 15:15:00",92.9874883819357
"2024-01-01 15:30:00",82.8268803071264
"2024-01-01 15:45:00",71.9134180326071
"2024-01-01 16:00:00",60.4117166005001
"2024-01-01 16:15:00",48.5707890970417
"2024-01-01 16:30:00",36.9772407849196
"2024-01-01 16:45:00",26.3020749709345
"2024-01-01 17:00:00",17.2162949618872
"2024-01-01 17:15:00",10.2317306409676
"2024-01-01 17:30:00",5.22351819692257
"2024-01-01 17:45:00",1.90762039488803
"2024-01-01 18:00:00",0
"2024-01-01 18:15:00",0
"2024-01-01 18:30:00",0
"2024-01-01 18:45:00",0
"2024-01-01 19:00:00",0
"2024-01-01 19:15:00",0
"2024-01-01 19:30:00",0
"2024-01-01 19:45:00",0
"2024-01-01 20:00:00",0
"2024-01-01 20:15:00",0
"2024-01-01 20:30:00",0
"2024-01-01 20:45:00",0
"2024-01-01 21:00:00",0
"2024-01-01 21:15:00",0
"2024-01-01 21:30:00",0
"2024-01-01 21:45:00",0
"2024-01-01 22:00:00",0
"2024-01-01 22:15:00",0
