"X","Wind01","Wind02","Wind03","Wind04","Wind05","Wind06","Wind07","Wind08","Wind09","Wind10","Wind11","Wind12","Wind13","Wind14","Wind15","Wind16","Wind17"
"2024-06-01 00:00:00",5.70978553352979,17.4908995887613,2.44719534072923,1.46870865860824,0.254185109197814,6.60288168609392,8.59088820034881,4.1906135552598,3.34056743776331,3.54505172872762,7.46457249926721,30.6995363434448,17.5280640545275,244.24830129164,6.27238584654902,119.888375385176,98.8336181808089
"2024-06-01 00:15:00",5.79193941780746,18.7574308566714,2.67077113950072,1.50959094236868,0.209538086894623,6.27279409844919,8.73083436110529,3.71755481270127,2.65292469309141,2.83539901249016,7.93954321541641,27.1809482194657,16.2846494836028,244.233586120846,6.09588028731314,119.856262161304,99.7102275948136
"2024-06-01 00:30:00",5.87456222466513,19.9930348950494,3.02404434525601,1.64654624328729,0.164065835512714,5.88581894505815,8.89965386897045,3.46976919969022,2.00751635125847,2.15574338102004,8.43999668206727,23.1376264333497,14.2400804522093,244.218249902017,5.93874901467908,119.828095970641,101.349211205379
"2024-06-01 00:45:00",5.94743068146841,20.9939279204334,3.35089080040407,1.80367818917563,0.130086609487508,5.61962673335702,9.05697687348547,3.40272605647799,1.55135506025849,1.67329402054822,8.8663698930311,19.4675267327044,12.2152150661775,244.204155448756,5.92219551239133,119.829954098468,103.87478296917
"2024-06-01 01:00:00",6.00032151558289,21.5563261493617,3.4951863473539,1.90509040784526,0.119918663254427,5.65188797078204,9.16243352419154,3.4718947233159,1.43145346808542,1.55526011730565,9.11909984211922,17.0686048651374,11.0309114313383,244.193165574662,6.1674232641944,119.887913830064,107.41115684285
"2024-06-01 01:15:00",6.02483076396218,21.5343480727395,3.34999421943933,1.8952332814864,0.141058611414118,6.09521281392304,9.18473323869053,3.62937870718245,1.7359247014424,1.90142530907135,9.11881081341003,16.5811688012085,11.2583937635506,244.186023238649,6.74082048401358,120.001899614181,111.972668911131
"2024-06-01 01:30:00",6.01983170191198,21.01372127894,3.00512721369349,1.799944209804,0.18171650922814,6.80197001598415,9.12890250682706,3.81381818196479,2.31728380186918,2.54187103981658,8.86687625205015,17.614935403287,12.4703507187875,244.178991980876,7.4895143064974,120.067224553453,117.134143770915
"2024-06-01 01:45:00",5.98601691432599,20.1380756307033,2.59958551807437,1.66540734688169,0.225280772123277,7.5594679793231,9.00904708650642,3.96048748827723,2.96914628961468,3.23925320506069,8.38485689345328,19.5219737566944,13.9898370630503,244.167215486816,8.20581659647515,119.953048913984,122.360528147148
"2024-06-01 02:00:00",5.92407898609794,19.0510409907696,2.27236932053993,1.53780684680309,0.255139815526315,8.15501510629762,8.83927273563391,4.0046609667341,3.48512768492781,3.756227700323,7.69431347303312,21.6543529467522,15.1399075623406,244.145837441942,8.68203921877616,119.528532961879,127.11676876478
"2024-06-01 02:15:00",5.83605099903974,17.8996954601594,2.1294263431506,1.45353124915528,0.258866248043159,8.43054812218615,8.63544200650162,3.89765585457576,3.70632160436439,3.91250933052181,6.83718162085084,23.4678791928416,15.4175516540015,244.111947385894,8.78597700920053,118.723572167628,130.98890750371
"2024-06-01 02:30:00",5.72932802263616,16.8449100930148,2.14449444437654,1.40978663553914,0.24076945099619,8.44651704395004,8.42044462894878,3.65496097554677,3.66373404970793,3.75604853817126,5.93689654555751,24.8333072505827,15.0154974607428,244.070418274986,8.6873566874315,117.711002819261,134.047366863647
"2024-06-01 02:45:00",5.61264562329016,16.0510041817584,2.25825901679038,1.39398347305901,0.209342998886911,8.31800021147136,8.21892712720141,3.30810805001777,3.43584911904882,3.39185467518441,5.13726835045166,25.7251290096552,14.300407776616,244.028068919701,8.63138794412314,116.724396409193,136.48366449925
"2024-06-01 03:00:00",5.4947393674047,15.6822970188126,2.41140545296471,1.39353222881922,0.173080466216823,8.16007596463216,8.05553602548552,2.88862879835937,3.10115091047747,2.92493709347437,4.58210713883183,26.1178363597388,13.6389453956727,243.991718130523,8.86328046992947,115.997324429841,138.489318065179
"2024-06-01 03:15:00",5.38270360454235,15.8359133035566,2.55395994947806,1.39820157374031,0.13907014556464,8.0609744910116,7.94678359201269,2.42851162103738,2.72738062790946,2.44533191982971,4.37439106150139,26.0242036423104,13.3160917988551,243.968542388839,9.54508577760096,115.698070552582,140.190204316122
"2024-06-01 03:30:00",5.27706781690408,16.3401993631958,2.67331191893256,1.40719299400758,0.108779201817928,8.00153336897711,7.87664507093677,1.96157163889834,2.33930789856102,1.98318238054099,4.45377045928302,25.6101350060352,13.2901032146683,243.96714885966,10.5062226682737,115.733767164646,141.449636406877
"2024-06-01 03:45:00",5.17672026985043,16.9563069318925,2.76619157793623,1.42206617962254,0.0822695179414631,7.93574202459323,7.82096145039714,1.52208065288397,1.95095945547353,1.55365847677427,4.71906372050425,25.0798170513755,13.4375545585082,243.996502378902,11.4929517651802,115.946258832227,142.065286592271
"2024-06-01 04:00:00",5.08054922874198,17.4453877438088,2.8293291430971,1.44438082058669,0.0596029769000241,7.81758988392446,7.75557371853323,1.144310463936,1.5763620316884,1.1719302096956,5.06908923349261,24.6374363787935,13.6350207457704,244.065567782482,12.2515336915531,116.177390121516,141.834827127131
"2024-06-01 04:15:00",4.98725633446597,17.6214548879916,2.86110754972147,1.47453649583846,0.0410280523107407,7.61658222438807,7.6629320145336,0.855282797357207,1.22962746867552,0.852343278579337,5.41326399292778,24.42910393793,13.7785399479738,244.152410910473,12.6328877138139,116.301433260156,140.554970349248
"2024-06-01 04:30:00",4.89479673001645,17.5099668730271,2.86652060790871,1.50829234006396,0.0275395804001517,7.36428772881226,7.55192308178353,0.653019075894596,0.925208041618838,0.605946175133006,5.70339941889812,24.3686280751393,13.8420033611292,244.111501619581,12.906567671141,116.322371121581,138.01858892827
"2024-06-01 04:45:00",4.80093893391415,17.1892435623864,2.85221484645645,1.54024737688621,0.0203189880471481,7.10779093137796,7.43804281471747,0.528290646656229,0.677641134130799,0.442963089172432,5.90190553784415,24.3117414859544,13.8187654373702,243.766410770671,13.4467860459018,116.276614240675,134.01759561681
