,1,2,3
1,5030.672189,1588.598453,2100.794536
2,4953.995187,1559.012722,2124.328649
3,4881.568434,1532.831634,2133.387214
4,4813.714111,1509.887761,2130.406793
5,4750.754398,1490.013671,2117.82395
6,4692.854595,1472.966496,2098.14043
7,4639.552466,1458.201616,2074.118714
8,4590.228897,1445.098974,2048.586465
9,4544.264769,1433.038511,2024.371345
10,4501.825381,1421.777359,2003.975102
11,4466.213691,1412.581408,1988.595812
12,4441.517074,1407.093739,1979.105636
13,4431.822901,1406.95743,1976.376733
14,4439.532685,1413.420841,1980.927487
15,4460.304486,1426.153444,1991.861169
16,4488.110502,1444.42999,2007.927275
17,4516.922933,1467.525232,2027.8753
18,4542.731775,1494.65757,2050.701987
19,4569.598215,1524.82001,2076.393076
20,4603.601242,1556.949205,2105.181558
21,4650.81984,1589.98181,2137.30042
22,4714.533151,1622.706708,2172.284028
23,4786.820932,1653.321691,2206.872245
24,4856.963093,1679.87678,2237.106313
25,4914.239546,1700.421994,2259.027471
26,4951.908693,1714.144525,2270.592091
27,4979.142901,1724.780249,2277.417074
28,5009.093031,1737.20221,2287.034452
29,5054.909941,1756.283456,2306.97626
30,5125.814052,1785.236941,2342.500433
31,5215.304026,1820.635252,2389.768521
32,5312.94809,1857.390885,2442.667976
33,5408.314468,1890.416335,2495.086251
34,5493.303841,1915.696562,2542.002216
35,5569.146718,1933.506377,2582.76041
36,5639.406065,1945.193056,2617.796787
37,5707.644846,1952.103873,2647.547302
38,5776.228948,1955.552574,2672.469074
39,5842.735939,1956.71878,2693.103874
40,5903.546307,1956.748585,2710.014634
41,5955.040539,1956.788078,2723.764289
42,5994.351514,1957.545888,2734.75772
43,6021.62167,1957.980781,2742.767607
44,6037.745834,1956.614062,2747.408574
45,6043.618835,1951.967032,2748.295251
46,6040.381845,1943.101634,2745.232294
47,6030.161412,1931.242367,2738.784482
48,6015.330428,1918.154367,2729.706626
49,5998.261786,1905.602772,2718.753537
50,5980.836727,1894.833124,2706.556772
51,5962.969888,1885.012576,2693.254883
52,5944.084256,1874.788688,2678.863168
53,5923.602816,1862.809018,2663.396928
54,5901.490788,1848.29516,2647.059341
55,5879.882323,1832.764856,2630.80511
56,5861.453803,1818.309882,2615.776818
57,5848.881613,1807.022015,2603.117048
58,5843.431316,1800.215092,2593.395935
59,5840.725196,1796.091181,2584.893824
60,5834.974715,1792.074413,2575.318615
61,5820.391338,1785.588915,2562.378206
62,5794.107075,1774.900016,2545.563556
63,5764.936123,1761.637844,2531.497865
64,5744.613227,1748.273726,2528.587393
65,5744.873133,1737.278991,2545.238401
66,5775.863319,1732.008791,2587.28928
67,5841.382208,1739.35358,2650.306944
68,5943.640953,1767.087633,2727.290438
69,6084.850711,1822.985228,2811.238806
70,6261.464892,1910.096818,2895.000371
71,6446.905919,2012.577553,2970.820563
72,6608.838471,2109.858762,3030.794093
73,6714.927226,2181.371771,3067.015668
74,6743.029874,2212.253641,3074.557192
75,6711.776156,2210.46437,3060.399344
76,6649.988824,2189.669692,3034.499996
77,6586.490633,2163.535338,3006.81702
78,6543.545338,2142.866398,2985.091823
79,6517.18071,2127.02538,2968.199948
80,6496.865521,2112.51415,2952.80047
81,6472.068546,2095.834573,2935.552465
82,6434.626573,2074.347431,2913.835166
83,6385.848458,2048.849178,2887.908431
84,6329.411072,2020.995184,2858.752273
85,6268.991287,1992.440819,2827.346707
86,6207.260983,1964.434834,2794.372384
87,6142.872083,1936.599496,2759.312507
88,6073.471518,1908.150451,2721.350918
89,5996.70622,1878.303348,2679.671459
90,5910.624287,1846.486273,2634.226356
91,5814.878482,1812.977074,2588.041373
92,5709.522737,1778.26604,2544.910662
93,5594.610981,1742.843459,2508.628373
94,5471.357433,1707.236904,2481.249141
95,5345.617467,1672.123085,2457.869543
96,5224.406745,1638.215993,2431.846641
97,5114.740928,1606.229623,2396.537497
98,5022.0323,1577.016889,2347.805767
99,4945.279629,1551.986396,2291.541475
100,4881.878303,1532.68567,2236.141242
101,4829.223712,1520.66224,2190.001685
102,4784.856631,1516.740861,2159.236789
103,4746.89938,1518.855205,2140.830001
104,4713.619666,1524.216176,2129.482136
105,4683.285196,1530.034674,2119.894007
106,4654.620516,1534.253423,2107.958604
107,4628.177531,1537.742429,2094.337624
108,4604.964988,1542.103519,2080.884939
109,4585.991631,1548.93852,2069.454422
110,4572.084938,1559.646962,2061.66105
111,4563.347313,1574.819186,2058.164219
112,4559.699895,1594.843238,2059.384429
113,4561.063819,1620.107161,2065.742181
114,4567.563857,1650.427727,2077.440693
115,4580.139314,1683.336613,2093.814055
116,4599.933126,1715.794219,2113.979074
117,4628.088234,1744.76095,2137.052559
118,4664.924156,1768.125993,2162.124533
119,4707.466741,1787.493678,2188.177891
120,4751.918416,1805.397122,2214.168742
121,4794.481613,1824.36944,2239.053196
122,4832.761956,1846.246522,2262.362097
123,4869.977856,1870.075352,2285.925219
124,4910.750921,1894.205685,2312.14707
125,4959.702758,1916.987279,2343.432155
126,5020.098731,1936.90976,2381.338246
127,5089.779233,1953.022232,2424.036165
128,5165.228412,1964.513669,2468.849997
129,5242.930417,1970.573047,2513.103829
130,5319.904388,1970.857325,2554.488579
131,5395.309425,1966.895412,2592.162494
132,5468.839618,1960.684202,2625.650656
133,5540.189057,1954.22059,2654.478145
134,5608.758757,1948.97161,2678.302749
135,5672.777432,1944.284859,2697.313086
136,5730.18072,1938.978074,2711.830481
137,5778.904259,1931.868992,2722.17626
138,5817.561806,1922.204597,2728.711143
139,5847.479595,1910.948859,2731.953425
140,5870.66198,1899.494997,2732.460795
141,5889.113312,1889.236228,2730.790944
142,5904.539937,1881.14012,2727.444757
143,5917.456164,1874.471638,2722.695904
144,5928.078297,1868.070096,2716.761251
145,5936.622638,1860.774809,2709.857665
146,5943.178873,1851.82646,2702.255066
147,5947.330228,1842.07121,2694.435592
148,5948.533311,1832.756586,2686.934436
149,5946.244733,1825.130118,2680.28679
150,5940.642544,1819.983605,2674.71946
151,5934.790557,1816.285925,2669.225703
152,5932.474029,1812.550228,2662.490386
153,5937.478213,1807.289661,2653.19838
154,5952.225105,1800.436221,2640.771111
155,5973.683662,1797.597291,2627.576241
156,5997.459579,1805.7991,2616.717991
157,6019.158553,1832.06788,2611.300579
158,6037.660766,1880.662096,2615.556277
159,6064.944342,1944.769155,2638.229562
160,6116.261894,2014.808703,2689.192958
161,6206.866031,2081.200382,2778.318994
162,6344.482767,2136.049377,2909.451516
163,6506.731726,2178.203039,3062.319648
164,6663.705931,2208.194258,3210.623837
165,6785.498408,2226.555924,3328.064527
166,6850.279267,2234.198456,3395.221044
167,6868.526961,2233.542378,3420.188237
168,6858.797024,2227.385741,3417.939834
169,6839.644995,2218.526598,3403.449565
170,6825.487499,2209.012376,3388.948548
171,6814.185523,2197.888012,3375.697459
172,6799.461143,2183.447819,3362.214359
173,6775.036434,2163.98611,3347.017312
174,6736.467865,2138.347449,3328.693336
175,6686.649479,2107.577405,3306.105262
176,6630.309709,2073.271796,3278.184876
177,6572.176992,2037.026441,3243.863964
178,6515.179545,2000.05732,3202.403657
179,6455.044721,1962.061051,3154.382472
180,6385.699654,1922.354417,3100.708271
181,6301.071481,1880.254195,3042.288917
182,6197.601708,1835.676517,2980.355507
183,6081.789325,1790.934913,2917.432071
184,5962.647692,1748.942264,2856.365876
185,5849.190172,1712.611452,2800.004187
186,5747.361341,1683.859685,2749.171038
187,5650.830646,1660.621489,2696.597542
188,5550.198749,1639.835714,2632.99158
189,5436.066313,1618.441216,2549.061034
190,5303.108902,1594.369485,2439.772776
191,5162.301688,1569.522573,2317.129647
192,5028.694743,1546.79517,2197.393479
193,4917.338139,1529.081966,2096.826102
194,4840.047658,1518.860418,2027.744974
195,4795.70192,1516.939055,1986.69005
196,4779.945252,1523.709171,1966.256911
197,4788.421981,1539.562061,1959.041138
198,4817.243662,1564.545842,1958.913283
199,4864.390749,1597.335922,1964.843788
200,4928.310924,1636.264531,1977.078067
201,5007.451866,1679.663896,1995.861535
202,5101.550207,1726.946479,2021.603143
203,5215.498375,1781.845658,2055.36599
204,5355.47775,1849.175044,2098.376713
205,5527.669712,1933.748248,2151.861949
206,5733.246408,2037.14628,2216.69545
207,5953.343062,2148.019762,2292.339436
208,6164.085665,2251.786713,2377.903243
209,6341.600209,2333.865155,2472.496208
210,6467.709392,2383.289085,2574.057632
211,6547.022738,2403.556394,2675.84668
212,6589.846478,2401.780951,2769.952481
213,6606.486843,2385.076622,2848.464164
214,6606.485778,2359.934275,2905.761761
215,6596.328092,2330.352781,2945.388912
216,6581.734307,2299.708011,2973.180158
217,6568.424946,2271.375837,2994.970039
218,6561.074911,2248.033229,3015.731523
219,6560.176617,2229.561551,3036.991281
220,6565.176854,2215.143264,3059.414408
221,6575.522415,2203.960829,3083.666001
222,6590.217107,2195.18429,3109.959369
223,6606.492796,2187.934017,3136.700669
224,6621.138362,2181.31796,3161.844274
225,6630.942686,2174.44407,3183.344554
226,6633.355674,2166.650377,3199.617095
227,6628.47133,2158.195218,3210.922345
228,6617.044687,2149.567012,3217.981964
229,6599.830774,2141.254174,3221.517616
230,6578.064803,2133.598895,3222.240834
231,6554.90271,2126.358461,3220.822642
232,6533.980611,2119.14393,3217.923935
233,6518.934623,2111.566363,3214.205609
234,6512.318664,2103.295047,3210.271513
235,6512.357858,2094.232183,3206.497311
236,6516.195133,2084.338201,3203.201621
237,6520.973415,2073.573532,3200.703061
238,6524.246159,2062.089071,3199.136314
239,6525.208932,2050.797577,3197.900326
240,6523.46783,2040.802279,3196.210105
241,6518.628947,2033.206401,3193.280661
242,6510.680772,2028.738573,3188.698974
243,6501.141366,2026.629037,3183.539901
244,6491.911186,2025.733437,3179.250268
245,6484.890685,2024.907417,3177.276903
