,1,2,3
1/1/24 0:00,1544.101497,560.3755668,719.7791125
1/1/24 0:15,1474.31067,526.0489405,680.138096
1/1/24 0:30,1415.431148,498.1934665,647.6373458
1/1/24 0:45,1366.4324,476.1112003,621.5960215
1/1/24 1:00,1326.283896,459.1041983,601.3332833
1/1/24 1:15,1293.955107,446.474516,586.168291
1/1/24 1:30,1268.415502,437.52421,575.420205
1/1/24 1:45,1248.634552,431.555336,568.408185
1/1/24 2:00,1233.581726,427.86995,564.4513913
1/1/24 2:15,1222.226496,425.770108,562.8689838
1/1/24 2:30,1213.538329,424.5578663,562.9801223
1/1/24 2:45,1206.486698,423.5352803,564.1039673
1/1/24 3:00,1200.235737,422.201097,565.7217065
1/1/24 3:15,1194.728241,420.8408248,567.9626398
1/1/24 3:30,1190.10167,419.9366633,571.118095
1/1/24 3:45,1186.493485,419.9708113,575.4794003
1/1/24 4:00,1184.026585,421.307044,581.1653488
1/1/24 4:15,1182.765623,423.8354398,587.6045978
1/1/24 4:30,1182.76069,427.3276525,594.0532698
1/1/24 4:45,1184.061878,431.555336,599.7674875
1/1/24 5:00,1186.781273,436.3397303,604.233646
1/1/24 5:15,1191.27893,441.700418,607.859229
1/1/24 5:30,1197.976901,447.7065673,611.2819933
1/1/24 5:45,1207.297234,454.4273463,615.1396945
1/1/24 6:00,1219.365246,461.8427225,619.926815
1/1/24 6:15,1233.119318,469.5758585,625.5647403
1/1/24 6:30,1247.201097,477.1607158,631.8315813
1/1/24 6:45,1260.25223,484.131256,638.5054493
1/1/24 7:00,1271.384967,490.203346,645.371013
1/1/24 7:15,1281.593974,495.8204745,652.2391705
1/1/24 7:30,1292.344519,501.6080355,658.9273773
1/1/24 7:45,1305.101869,508.1914228,665.2530895
1/1/24 8:00,1321.037405,515.9799625,671.0595345
1/1/24 8:15,1340.146948,524.5187083,676.2930283
1/1/24 8:30,1362.132432,533.1366463,680.925659
1/1/24 8:45,1386.695792,541.1627623,684.9295148
1/1/24 9:00,1413.327838,548.0282543,688.2535065
1/1/24 9:15,1440.6749,553.573169,690.753837
1/1/24 9:30,1467.172182,557.7397658,692.2635323
1/1/24 9:45,1491.254891,560.4703035,692.6156183
1/1/24 10:00,1511.740951,561.7416813,691.6956453
1/1/24 10:15,1528.979162,561.6693568,689.5992623
1/1/24 10:30,1543.701039,560.4034275,686.474643
1/1/24 10:45,1556.6381,558.0939908,682.4699615
1/1/24 11:00,1568.346147,554.905641,677.7770528
1/1/24 11:15,1578.678119,551.0609603,672.7623983
1/1/24 11:30,1587.311242,546.7970265,667.8361413
1/1/24 11:45,1593.92274,542.3509188,663.4084248
1/1/24 12:00,1598.294683,537.9088595,659.8255505
1/1/24 12:15,1600.628517,533.4536473,657.1784558
1/1/24 12:30,1601.230534,528.9172245,655.4942365
1/1/24 12:45,1600.407025,524.2315338,654.7999888
1/1/24 13:00,1598.490798,519.3550018,655.0943208
1/1/24 13:15,1595.920725,514.3519905,656.2618908
1/1/24 13:30,1593.162195,509.313346,658.1588695
1/1/24 13:45,1590.680597,504.3299145,660.6414275
1/1/24 14:00,1588.730412,499.469951,664.0125408
1/1/24 14:15,1586.722479,494.7113463,670.3624045
1/1/24 14:30,1583.856731,490.0094003,682.2280195
1/1/24 14:45,1579.333098,485.3194123,702.1463865
1/1/24 15:00,1572.784475,480.6837688,731.3137053
1/1/24 15:15,1565.575602,476.4932023,765.562974
1/1/24 15:30,1559.504183,473.2255313,799.3863905
1/1/24 15:45,1556.367921,471.3585748,827.276152
1/1/24 16:00,1558.089982,471.5781388,845.172499
1/1/24 16:15,1567.09538,475.4019775,854.8078433
1/1/24 16:30,1585.934592,484.5558325,859.3626388
1/1/24 16:45,1617.158095,500.7654453,862.01734
1/1/24 17:00,1661.541469,524.7122088,865.276829
1/1/24 17:15,1712.760703,552.9001233,868.9436985
1/1/24 17:30,1762.716889,580.7888403,872.144969
1/1/24 17:45,1803.311117,603.8380115,874.0076615
1/1/24 18:00,1828.483628,618.626976,873.812969
1/1/24 18:15,1840.331252,626.2138218,871.4587763
1/1/24 18:30,1842.989969,628.7763235,866.9971405
1/1/24 18:45,1840.595757,628.4922565,860.4801193
1/1/24 19:00,1836.627309,627.2006993,851.9946318
1/1/24 19:15,1831.934175,625.3859458,841.7670455
1/1/24 19:30,1826.708618,623.1935935,830.05859
1/1/24 19:45,1821.142901,620.76924,817.1304953
1/1/24 20:00,1815.255185,618.2151063,803.195364
1/1/24 20:15,1808.367219,615.4599083,788.271294
1/1/24 20:30,1799.626648,612.388985,772.3277568
1/1/24 20:45,1788.181118,608.8876763,755.334223
1/1/24 21:00,1773.278176,604.805857,737.3477505
1/1/24 21:15,1754.564968,599.851546,718.7757423
1/1/24 21:30,1731.788542,593.6972973,700.1131868
1/1/24 21:45,1704.695946,586.0156658,681.8550733
1/1/24 22:00,1673.273098,576.5994613,664.4877048
1/1/24 22:15,1638.461402,565.7225168,648.4626395
1/1/24 22:30,1601.441133,553.778921,634.2227505
1/1/24 22:45,1563.392564,541.1627623,622.2109098
1/1/24 23:00,1525.495971,528.2681295,612.86999
1/1/24 23:15,1488.931627,515.4891113,606.642864
1/1/24 23:30,1454.879808,503.219796,603.9724038
1/1/24 23:45,1424.520789,491.8542725,605.301482
