,Wind01,Wind02,Wind03,Wind04,Wind05,Wind06,Wind07,Wind08,Wind09,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16,Wind17
1/1/13 0:00,0.014106114,0.015474794,0.557070166,0.296805977,0.033198496,0.893841456,0.803480818,1.389398353,0.02079051,0.024759133,1.025941083,12.990124,6.670686411,38.83642406,0.477565773,5.279607124,11.02302293
1/1/13 0:15,0.014890821,0.015863862,0.548893651,0.320945153,0.037543263,0.958879652,0.826483645,1.366039512,0.020712613,0.025235097,1.011086645,12.86322985,6.573181634,38.05792676,0.45132037,5.196950012,10.92325677
1/1/13 0:30,0.015338385,0.016023527,0.540110795,0.345890307,0.04200929,1.02452724,0.848699147,1.354380114,0.020696316,0.025548589,1.012359434,12.8516341,6.525481101,37.50833106,0.479857737,5.239602263,10.97513166
1/1/13 0:45,0.015495379,0.015981474,0.530785436,0.370944572,0.046478642,1.089081861,0.869522955,1.352327344,0.020700059,0.025691287,1.02664659,12.93185917,6.517042582,37.13936233,0.552667596,5.382913776,11.14742128
1/1/13 1:00,0.015408372,0.015765383,0.520981408,0.395411077,0.050833386,1.150841159,0.888350706,1.357788387,0.020682279,0.02565487,1.050835248,13.08042751,6.537323852,36.90274586,0.659239666,5.602234461,11.40889935
1/1/13 1:15,0.015127813,0.015410449,0.510758327,0.418528132,0.054940397,1.207878099,0.904490716,1.36867372,0.020603595,0.025439864,1.081728208,13.27324484,6.575118178,36.74559481,0.788525807,5.871863397,11.72706948
1/1/13 1:30,0.014719663,0.014981893,0.500158927,0.439274754,0.058605795,1.257366924,0.916902031,1.382906985,0.020433357,0.025082194,1.115790913,13.48375009,6.616560817,36.59657363,0.92732641,6.161896374,12.06435517
1/1/13 1:45,0.014253755,0.014552457,0.48922172,0.456565136,0.061620512,1.296257199,0.924456379,1.398415122,0.020143099,0.024626632,1.149404468,13.68476545,6.647122529,36.37973456,1.06190401,6.441378332,12.38190987
1/1/13 2:00,0.013799928,0.014194873,0.47798522,0.469313475,0.063775478,1.321498489,0.926025488,1.413125063,0.019704352,0.024117953,1.178949975,13.84911313,6.652274062,36.0191299,1.17852113,6.679354241,12.640887
1/1/13 2:15,0.01340863,0.013944331,0.466509043,0.476758078,0.06493757,1.331163757,0.920917675,1.424947287,0.019077735,0.023556682,1.201230234,13.95269887,6.620808688,35.46187279,1.266129629,6.85012317,12.80879023
1/1/13 2:30,0.013052758,0.013685848,0.454937212,0.479433708,0.065277447,1.327819563,0.91018761,1.431726433,0.018180221,0.022766366,1.214734823,13.98376249,6.554809736,34.74731989,1.324438669,6.949000708,12.87852401
