"DATETIME","Solar01","Solar02","Solar03","Solar04","Solar05","Solar06","Solar07","Solar08","Solar09","Solar10","Solar11","Solar12","Solar13","Solar14","Solar15","Solar16","Solar17","Solar18","Solar19","Solar20","Solar21","Solar22","Solar23","Solar24","Solar25","Solar26","Solar27","Solar28","Solar29","Solar30","Solar31","Solar32","Solar33","Solar34","Solar35","Solar36","Solar37","Solar38","Solar39","Solar40","Solar41","Solar42","Solar43","Solar44","Solar45","Solar46","Solar47","Solar48","Solar49","Solar50","Solar51","Solar52","Solar53","Solar54","Solar55","Solar56","Solar57","Solar58","Solar59","Solar60","Solar61","Solar62","Solar63","Solar64","Solar65","Solar66","Solar67","Solar68","Solar69","Solar70","Solar71","Solar72","Solar73","Solar74","Solar75"
2024-06-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01 06:00:00,10.7473258046776,8.5437701667444,6.48902215654339,0.0748058336185432,0.00181226030185909,0.0586886974120531,0.00328236641211818,0.0386896640605977,0.198054804860693,0.179867765861174,0.0305691554198727,0.0236637558366477,0.00407498437231364,0.180470525175259,0.162326508373398,0.121915483384157,0.0464140823184409,0.190353639517364,0.00154117740863864,0.186732616759997,0.283841721945866,0.128000024748889,0.00452640996865909,0.0222879729677386,0.0298825755687136,0.0276733514666523,0.0104874809249647,0.114545116700837,0.12306416710451,0.117564501504871,6.26012488114728,8.28346274501977,5.40045427075163,4.33180140130127,1.84969490900346,2.02009928169264,0,0.517112929245451,0.0361233587960534,0.0361233587960534,0.0361233587960534,0,0,0,0,0,0,0,0,0.0952387115719709,0.367996639948835,0.216017229379059,0.378438790345115,0.186741755009231,0.39411061485061,0.395175076579435,0.138924989779013,0.162675619865072,0.283520752131695,0.325265750574423,0.0509714745101734,2.52582156710401,9.27242398234068,4.34197549501632,8.27044616241714,2.08429619737826,6.18109898672071,3.45175185738108,0,4.67226406675449,4.7767453417665,4.51549610242246,0.681824859004882,0.305437185480162,0.305131976623049
2024-06-01 07:00:00,106.685181443865,57.1620165332473,53.8564313596918,0.503299053769413,0.0121930182579164,0.457455823648956,0.0220839983919927,0.260306855367071,1.33252703778657,1.69249562537256,0.205671486475331,0.159211459121591,0.0274167892997345,1.21421873349008,1.09214447742979,1.27690478766553,0.312277299542804,1.28071304089985,0.0103691529649145,1.75709158040355,1.90970761457062,0.961330847774523,0.0304540133302364,0.149955092570755,0.201052127627095,0.186188308238329,0.0817458801453509,0.860279162933544,0.924260603272039,1.23133395910062,20.3060260324201,32.151063015088,26.3051785236287,20.4625724899738,6.18073061714946,9.63291826555401,0.799011557133613,3.35466423862818,0.214497870669455,0.214497870669455,0.214497870669455,0.04163544898825,0.04163544898825,0.04163544898825,0.04163544898825,0.04163544898825,0.04163544898825,0.04163544898825,0.02563808406471,0.565520525176691,2.11389052393878,1.28269455759428,2.17387357915175,1.10885892534814,2.55671191132713,2.56361738882175,0.824926459873655,0.965955969595606,1.72930406029225,2.08418050615675,0.271002642904382,15.5322104560967,29.5677106690186,13.8456001810438,26.3726248605293,16.3881513422764,19.7101585091439,29.9062982544617,40.5414357702265,57.6852962699371,24.7069473363798,9.99264553182527,11.9426149098334,3.26569213456094,14.9270578996149
2024-06-01 08:00:00,261.418496429574,148.558974993837,104.542595151866,1.62616867177192,0.0393958704211091,1.74514340874777,0.0713538125366182,0.841056326402973,4.30541982328132,3.49030493116246,0.664528425948873,0.514415207164773,0.0885841598665636,3.92316347565551,3.52873926732777,2.68667176669318,1.00897380517369,4.13800782863236,0.0335029274902636,3.62351625354219,6.17030108004499,0.971001033128898,0.0983974876099091,0.484507713425864,0.649603190968964,0.601577912058027,0.311851498118467,0.868932852744219,0.933557892930514,2.59078845599309,29.1477338498342,78.9054759674665,55.059760370869,31.235044747738,19.7975274132382,40.5883703948839,7.21866718951352,9.21187344867636,0.562076037341118,0.562076037341118,0.562076037341118,0.376155321971,0.376155321971,0.376155321971,0.376155321971,0.376155321971,0.376155321971,0.376155321971,0.23162718309588,1.48190532071164,5.7298376922374,3.36120760453908,5.89242566297793,2.90568399949514,7.02070457623505,7.03966694631389,2.16165966690712,2.53121721880855,4.54434351698275,5.67271116613352,0.732482621229154,44.4926111349219,38.7680286011968,18.1538107507888,34.5787567501102,52.4222978037543,25.8431908161653,55.8329507026398,105.41287155372,85.2487224364406,59.543047511448,18.1438746760225,8.77324907088507,9.35150221575598,18.487646681391
2024-06-01 09:00:00,323.598557160483,207.02014486675,106.285894796971,2.28412696093317,0.0553356926254364,2.55147624867909,0.100224023380473,1.18135311800539,6.04742033664777,5.69387078480871,0.933400895223491,0.722550903971591,0.124425879907255,5.51050061561504,4.95648983928859,4.15508451891379,1.41721108718776,5.81227237370945,0.0470584271355545,5.91118361897735,8.66684452766446,0,0.138209743084636,0.680542646175955,0.912436814308854,0.844980199093609,0.455940575757727,0,0,4.00679574584849,59.3436788527985,98.0562643373,71.4303854852517,58.0131468024647,29.4245866458332,66.5165856761372,21.2261450991815,14.621553085685,0.869811207488954,0.869811207488954,0.869811207488954,1.10606670655,1.10606670655,1.10606670655,1.10606670655,1.10606670655,1.10606670655,1.10606670655,0.681088637034,2.29324463375091,8.67319211845007,5.20146003547004,8.91929973652309,4.49653844013341,11.1436186387344,11.1737166749572,3.34516271845895,3.91705206990086,6.93355790296325,8.31474755635225,1.02236625215294,71.1856812884904,38.3663924164149,17.9657375484034,34.2205213577852,73.6432622708362,25.5754557536278,83.9331638587274,109.806184257551,129.923687931357,73.6237052711389,22.0354011103913,11.9548353596068,9.56238690177345,25.1393760469232
2024-06-01 10:00:00,361.553706522475,262.73900861306,147.234088071915,3.65743039443499,0.0886056018631727,2.94451140216735,0.160482493151145,1.89162724938383,9.6833579417773,5.92184687772754,1.49459678151538,1.15697580866193,0.199235420276809,8.82362179721797,7.93651880914543,4.45235712443744,2.26929194141343,9.30683013857291,0.0753517316084591,6.14786066995218,13.8776789300593,0,0.221306662812773,1.08971059901866,1.46102830303761,1.35301422194067,0.526174689936622,0,0,4.29345913518451,73.0900318504027,89.2462902504134,84.4195731862566,75.6892636360117,33.9699347582699,90.7949395379404,17.846381407236,18.4573592189882,1.01973660321579,1.01973660321579,1.01973660321579,0.929951633455,0.929951633455,0.929951633455,0.929951633455,0.929951633455,0.929951633455,0.929951633455,0.5726413124874,2.68852076523018,10.5548197942071,6.09801200842801,10.8543198540773,5.27158628871668,14.0670263281335,14.1050202582649,3.92175317856979,4.59221649248617,8.8775172674825,10.6623482172826,1.27297401327436,93.1428199346882,46.1407875422886,21.6062347031286,41.1548156109764,96.9399480297536,30.7579523614645,88.144941225519,113.565989843643,127.243246655148,98.2485415127209,18.6863553354912,29.5574598032576,10.2299236123524,0
