DateTime,Solar-bus015,Solar-bus018,Solar-bus019,Solar-bus032,Solar-bus054,Solar-bus055,Solar-bus069,Solar-bus076,Solar-bus092,Solar-bus100,Solar-bus104,Solar-bus105,Solar-bus110,Solar-bus112
1/1/13 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 6:15,0,7.217109931,3.516608928,13.87005621,6.363816069,2.434313828,9.859190618,2.147483892,44.24450144,8.899897838,13.00475116,26.87202741,21.49351087,19.877385
1/1/13 6:30,0,17.51174326,8.445487754,35.39488065,15.79523347,5.805040914,23.34222017,5.05571898,104.5629845,21.04032488,32.39724698,63.08751539,50.81423318,46.69803236
1/1/13 6:45,0,29.45602592,13.9938302,63.76555551,27.42878141,9.517551991,37.85316989,8.127496495,169.0962822,34.04379104,56.5411422,100.9777016,82.22183804,74.82473828
1/1/13 7:00,0,41.62208384,19.36883001,98.17316294,40.3989891,12.97721778,50.79612101,10.76560766,225.9852272,45.53280625,83.80009157,132.8738236,109.9759965,98.62029896
1/1/13 7:15,16.17367412,52.82782378,23.91113315,136.137467,53.84326565,15.69989314,60.0755051,12.52883392,266.1246055,53.68002267,112.6026976,153.0547507,129.6635251,113.8098562
1/1/13 7:30,37.95935423,62.87427587,27.49519454,168.492959,66.9105397,17.64336943,65.59715509,13.59991745,291.4250142,58.85866164,141.6373536,163.5898783,142.1798227,121.5679343
1/1/13 7:45,60.7284602,71.80825112,30.12892136,184.4028122,78.75261975,18.87592211,67.76725421,14.31759065,306.5510042,61.99208675,169.6574006,168.4962334,149.7474331,124.4314031
1/1/13 8:00,79.85241198,79.67656049,31.82022074,173.0301997,88.52131436,19.46582667,66.99198567,15.02058593,316.1671254,64.00366162,195.4161799,171.790843,154.5889007,124.9371325
1/1/13 8:15,91.84455764,86.57168919,32.65931094,129.2332287,95.22623786,19.49071114,63.81004235,15.88732182,324.2209147,65.67508537,218.0323671,176.4898193,158.5906533,125.1850856
1/1/13 8:30,97.78595793,92.76881939,33.06565453,70.64974213,97.30822751,19.06561377,59.29015531,16.45496146,331.7918553,67.22139938,238.0859761,181.6056155,162.294654,125.527598
1/1/13 8:45,99.89960194,98.58880761,33.54102515,20.61251665,93.06592663,18.31492537,54.63356525,16.10035414,339.2424162,68.71598058,256.5223557,185.14977,165.9067496,125.8800987
1/1/13 9:00,100.4084784,104.3525102,34.58719645,2.454329074,80.79797821,17.36303675,51.04151289,14.20034916,346.9350671,70.23220587,274.2868543,185.1338211,169.632787,126.1580165
1/1/13 9:15,101.0968928,110.2031532,36.45941549,31.09302179,60.12083381,16.33476617,49.24081627,10.46967472,354.500923,71.69888465,291.0296011,180.1051388,173.3149719,126.2890142
1/1/13 9:30,101.9944154,115.5734409,38.42682301,87.78669973,35.92217849,15.35664163,48.0606029,5.974574665,358.6456822,72.46655615,301.2198464,170.7544185,175.3409455,126.2496896
1/1/13 9:45,102.691933,119.718447,39.51203314,145.3785333,14.40750553,14.55561862,45.85557767,2.119171767,355.3436886,71.74119208,298.031621,158.3081872,173.7347077,126.0288747
1/1/13 10:00,102.7803323,121.8932455,38.73766003,176.7116933,1.782308343,14.0586526,40.98044545,0.30758879,340.569286,68.72876415,274.6389556,143.992972,166.5202588,125.6154014
1/1/13 10:15,101.9444635,121.4417377,35.42483712,162.6527298,2.232797767,13.90935329,32.44699436,1.440816416,312.1986056,63.0128772,228.0851529,128.9439957,152.653092,125.044819
1/1/13 10:30,100.2450317,118.0631355,30.08877515,116.1617128,11.86805465,13.81794752,21.89534533,4.407316996,275.7149275,55.68766855,170.8906034,113.9312657,134.8146736,124.5395466
1/1/13 10:45,97.83670532,111.545478,23.5432042,58.22209171,24.77787731,13.41131638,11.62270256,7.592420803,238.503319,48.22490868,119.4449695,99.6334853,116.6179635,124.3687209
1/1/13 11:00,94.87415285,101.6768048,16.6018543,9.817316294,35.05206407,12.31634095,3.926270223,9.381458107,207.9488475,42.09636804,90.13791362,86.72935764,101.6759213,124.8014787
1/1/13 11:15,91.55016528,88.68994832,10.10366971,0,38.17424419,10.32200612,0.452367579,8.628884823,189.2190786,38.33072374,93.55063735,75.68353628,92.51683202,125.9142117
1/1/13 11:30,88.21002277,74.59691403,4.98845155,0,35.20337056,7.865711943,0.243774266,6.065659426,178.6115705,36.18427933,117.0304987,66.10447543,87.33028242,127.0123318
1/1/13 11:45,85.23712806,61.85450057,2.221215116,0,28.59222699,5.546962284,1.692385016,2.891866043,170.2063798,34.47024495,142.1163949,57.3865795,83.22118453,127.2085061
1/1/13 12:00,83.01488374,52.91950659,2.766975716,4.908658147,20.79359733,3.965260989,3.190094556,0.30758879,158.0835627,32.00183081,150.3472231,48.92425303,77.29445036,125.6154014
1/1/13 12:15,81.79142003,49.31444001,7.018436533,9.935098049,13.86039525,3.523969448,3.487875248,0,137.9368456,27.9164564,128.8229837,40.29496208,67.44410697,121.7838025
1/1/13 12:30,81.27377764,48.82464562,13.07905219,9.540315806,8.246053913,3.841879181,2.773009994,0,111.914634,22.64837874,86.88808991,31.80841975,54.72064161,117.0169645
1/1/13 12:45,81.03372485,48.30117752,18.47996514,6.216122453,4.004136341,4.341639242,1.591859326,0.057205313,83.77900347,16.95606414,39.44805817,23.95740081,40.96365649,113.05626
1/1/13 13:00,80.64302992,44.59508982,20.75231787,2.454329074,1.188205562,4.445898684,0.490783778,0.820236774,57.29202943,11.59797895,1.4084049,17.23468004,28.01275382,111.643062
1/1/13 13:15,79.64523198,35.59217999,18.22133136,0.233193954,0,3.74354232,0,1.155911443,35.54278406,7.19700733,0,12.00574271,17.37844191,113.5058718
1/1/13 13:30,77.47095313,23.31721911,12.38854056,0,0,2.488398006,0,1.105469049,18.92832667,3.833704762,0,8.126915948,9.254853255,115.3217059
1/1/13 13:45,73.52258647,10.82972174,5.54955896,0,0,1.100529361,0,0.83551332,7.172713288,1.45304455,0,5.32723735,3.50702643,112.7547097
1/1/13 14:00,67.20252494,1.189202395,0,0,0,0,0,0.512647984,0,0,0.352101225,3.335744525,0,101.4690284
1/1/13 14:15,58.21076442,0,0,0,0,0,0,0.27184919,0,0,4.806580731,1.91221909,0,78.96595776
1/1/13 14:30,47.43771228,0,0,0,0,0,0,0.121582764,0,0,4.863471958,0.939418728,0,50.0953966
1/1/13 14:45,36.07137875,0,0,0,0,0,0,0.038686951,0,0,2.576652513,0.33084513,0,21.54439422
1/1/13 15:00,25.29977409,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 15:15,16.12464527,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 15:30,8.802686205,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 15:45,3.404327569,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 16:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/13 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/13 0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/13 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/13 0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/13 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/13 1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
