DateTime,Solar-bus015,Solar-bus018,Solar-bus019,Solar-bus032,Solar-bus054,Solar-bus055,Solar-bus069,Solar-bus076,Solar-bus092,Solar-bus100,Solar-bus104,Solar-bus105,Solar-bus110,Solar-bus112
1/1/13 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 1:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 3:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 4:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 5:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 6:15,0,6.294325739,3.767354371,20.29631013,6.020692227,2.313207719,9.969615385,1.815143589,44.55544495,8.559809931,10.60491488,26.68219566,21.22017513,19.08862149
1/1/13 6:30,0,15.83221231,8.946797724,47.45091008,15.28277692,5.659893842,23.98050306,4.382876996,106.7779242,20.69113488,27.87842413,63.53104151,50.99688858,44.81794808
1/1/13 6:45,0,27.99055607,14.57681486,75.45057717,27.34462833,9.634752578,39.82672361,7.320257679,176.37079,34.61309081,52.10924383,103.920738,84.58451523,71.74440148
1/1/13 7:00,0,42.14625338,19.69589056,98.28208867,41.76462075,13.83247814,55.30233763,10.24434309,243.0373943,48.54479367,83.58609015,141.2254853,117.23743,94.42440339
1/1/13 7:15,15.66187617,57.27619226,23.6007137,112.3628478,57.74675607,17.78530824,68.256953,12.7744472,297.5047755,60.69732972,121.1475085,169.6868216,144.5413599,108.7552072
1/1/13 7:30,37.21327114,70.75722728,26.62078932,123.8327612,73.0775467,20.77565461,76.76236676,14.53891001,334.5947158,69.24966643,157.8313619,187.0156352,163.4074411,115.9973935
1/1/13 7:45,60.67814272,79.56620471,29.34382655,141.2623616,85.1891328,22.02347252,78.9459233,15.16832802,350.1526838,72.37274157,185.2253426,191.790152,171.0781618,118.7523743
1/1/13 8:00,82.08044876,80.67997076,32.3575345,173.2221813,91.51365429,20.74871721,72.93496702,14.29329774,340.0241478,68.23749298,194.917143,182.5885982,164.7960101,119.6215619
1/1/13 8:15,98.00144232,72.62604547,36.18390146,225.1565746,90.5643342,16.56573409,58.03365471,11.76286787,303.1112087,56.08453432,182.1585856,159.4750543,143.6394323,120.479523
1/1/13 8:30,107.2515574,60.13464395,41.0820325,290.0051809,85.1787269,10.66642923,38.25339316,8.299895871,250.5424969,39.43318281,156.8580138,128.4570201,114.0307072,120.293442
1/1/13 8:45,109.1985233,49.48665518,47.24531184,357.5814613,79.27546967,4.637098879,18.78240148,4.845691408,196.503275,22.87243167,132.587901,97.02784992,84.22807163,117.303658
1/1/13 9:00,103.2100692,46.96296805,54.86712371,417.6988769,76.77319991,0.064039251,4.808898925,2.341564135,155.1788057,10.99127404,122.9207208,72.68089829,62.4897622,109.7505101
1/1/13 9:15,89.64032107,56.83776983,63.88174732,461.8756429,80.45160745,0,0.039379146,1.461016306,136.8462427,7.084832573,136.9477727,61.09372824,54.68695821,96.62709416
1/1/13 9:30,72.78899075,75.35844109,73.18704165,488.4489925,88.53459267,0,2.253433755,1.806320554,136.1503028,9.272747917,165.8356603,60.68073723,57.14260842,79.93753321
1/1/13 9:45,57.9421869,96.76566065,81.42176063,497.4609128,98.10710879,0,7.748928831,2.71194211,143.8275937,14.3807902,196.269813,68.04053168,63.79260406,62.43870721
1/1/13 10:00,50.38601805,115.3001075,87.22465821,488.9533912,106.2541087,1.408863514,12.82373047,3.512346202,150.6147232,19.23472957,214.9356604,79.77171764,68.5728364,46.88749604
1/1/13 10:15,53.72268714,126.5090919,89.61122267,463.2490901,110.4643241,2.685986123,14.6978774,3.710294825,149.0913779,21.31347968,212.1827731,92.56278414,66.88422079,35.54450841
1/1/13 10:30,64.81877456,131.1664505,89.10387955,421.7933729,109.8416012,3.504205622,14.28009904,3.481737036,139.2095607,20.7085284,193.0172865,103.4617509,59.98776951,28.68526804
1/1/13 10:45,78.85695512,131.3526512,86.60178877,366.3122782,103.8935649,4.011205449,13.40129744,3.170918657,122.7643528,18.1645071,166.1094772,109.6065203,50.60951904,26.08902749
1/1/13 11:00,91.01990357,129.1481621,83.00411023,298.5318444,92.12783989,4.354669044,13.89237467,3.122085513,101.5508361,14.42604717,140.1296217,108.134995,41.47550589,27.53503923
1/1/13 11:15,97.59202001,126.1700671,79.03929058,221.7272791,74.70828857,4.657225257,16.99275713,3.581281614,78.26785493,10.38601071,122.3252197,97.6136394,35.07900117,32.516885
1/1/13 11:30,99.26460582,122.1819132,74.75292352,145.3704661,54.42372365,4.941284593,21.57596864,4.401743732,59.22930517,7.530182565,114.2526635,82.32316604,32.9822146,39.38546331
1/1/13 11:45,97.8306876,116.4838633,70.01988949,80.48245864,34.71919524,5.204202969,25.92405736,5.338506826,51.65284551,7.492578321,116.0455684,67.97284952,36.51459053,46.20600187
1/1/13 12:00,95.08329212,108.3760801,64.715069,38.08430936,19.03975358,5.443336305,28.31907144,6.146605854,62.75613467,11.90721354,127.8375496,60.27196444,47.00557334,51.04372838
1/1/13 12:15,92.54318155,97.54570197,58.75567685,25.52229499,9.893789658,5.641634918,27.52250459,6.62798715,96.08154569,21.51982633,148.3265562,63.03114495,64.54210467,52.58406101
1/1/13 12:30,90.64206053,85.22776801,52.22826543,35.44358701,6.043057765,5.724426735,24.21363251,6.772242545,140.4703091,33.52304495,170.4678708,72.46646335,84.24111546,51.99317976
1/1/13 12:45,89.53936935,73.04429276,45.26172149,56.8205806,5.312652976,5.602634087,19.55117651,6.615875244,181.0883697,44.22122022,185.7811098,82.89535167,99.97703393,51.05745508
1/1/13 13:00,89.39454815,62.61729074,37.9849318,78.62567094,5.527670393,5.187179302,14.69385783,6.19538844,203.1016722,49.91870292,185.7858894,88.63524182,105.6242883,51.56325742
1/1/13 13:15,90.22738864,55.06282974,30.61608691,91.94365006,4.964525527,4.435639609,10.59282822,5.552357917,196.0066358,48.03845214,164.9638194,85.4608182,97.0716534,54.5528946
1/1/13 13:30,91.49908809,49.47319093,23.73059254,96.30889738,3.704915603,3.492211842,7.368961375,4.74864976,166.6215763,40.47786008,129.6444821,74.9757755,78.26529045,58.09242382
1/1/13 13:45,92.53119529,44.43470866,17.99315815,93.3681891,2.281858274,2.547747734,4.935561451,3.851202623,126.0952834,30.25292719,89.11945335,60.2410607,55.16570719,59.50383962
1/1/13 14:00,92.64525899,38.53371738,14.06849326,84.76830148,1.228371198,1.793099018,3.205932616,2.926955168,85.57654728,20.37965394,52.68030892,44.31762091,33.73341145,56.10913654
1/1/13 14:15,91.15561278,30.8079996,12.33166793,72.1801298,0.928598251,1.364975791,2.081039532,2.040433748,54.04906668,13.23964332,27.5638296,29.82604626,18.65273552,46.24898787
1/1/13 14:30,87.34772953,22.10113009,11.99919446,57.37104546,1.171188204,1.183521604,1.412488838,1.24651549,31.83617667,8.676908371,12.78761638,17.62549871,9.503309645,32.33878192
1/1/13 14:45,80.49986706,13.70813172,11.99794573,42.13253888,1.595916057,1.114738372,1.039547666,0.59766522,17.09612124,5.901064663,5.314475292,8.134783252,4.588588554,17.81258571
1/1/13 15:00,69.8902831,6.924027341,11.25479461,28.25610049,1.842556798,1.02462801,0.801483154,0.146347758,7.987144412,4.121727764,2.107212357,1.772704836,2.212026981,6.104466244
1/1/13 15:15,55.34668733,2.703574079,9.018479215,17.18633266,1.647076858,0.814021284,0.569072836,0,2.807694826,2.686610747,0.578741996,0,0.92463481,0
1/1/13 15:30,38.89459709,0.640466129,5.825198715,8.980285369,1.130208365,0.523064361,0.339135844,0,0.417039663,1.495816713,0,0,0.267642512,0
1/1/13 15:45,23.10898164,0,2.53301751,3.348120508,0.508874892,0.22673226,0.14000172,0,0,0.587546261,0,0,0.029835704,0
1/1/13 16:00,10.56481024,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 16:15,3.144834166,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/13 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
