DATETIME,1,2,3
1/1/24 1:00,5081.646966,1782.271968,2223.657635
1/1/24 2:00,4772.288144,1694.195455,2137.35874
1/1/24 3:00,4672.745292,1624.158625,2037.88639
1/1/24 4:00,4640.243328,1581.433292,1977.806465
1/1/24 5:00,4720.064256,1601.676223,1969.377156
1/1/24 6:00,4928.446245,1652.835368,2014.905966
1/1/24 7:00,5126.240739,1721.832958,2118.190534
1/1/24 8:00,5367.135674,1757.58028,2235.002645
1/1/24 9:00,5572.676377,1825.413863,2461.031589
1/1/24 10:00,5716.876288,1912.13318,2647.693103
1/1/24 11:00,5776.657854,1978.541145,2771.621432
1/1/24 12:00,5814.671382,1997.412793,2821.827736
1/1/24 13:00,5803.926474,1983.05631,2838.957127
1/1/24 14:00,5791.992857,1959.198601,2856.184413
1/1/24 15:00,5848.017938,1943.649937,2857.693294
1/1/24 16:00,5907.200963,1923.390907,2860.996408
1/1/24 17:00,6401.741585,2023.226229,3092.038187
1/1/24 18:00,6836.71402,2416.53819,3805.409458
1/1/24 19:00,6752.813679,2451.103394,3888.800983
1/1/24 20:00,6625.373601,2434.445056,3854.131876
1/1/24 21:00,6481.658746,2391.663376,3753.042336
1/1/24 22:00,6167.137966,2271.707879,3482.451918
1/1/24 23:00,5650.474209,2047.222792,3021.662705
1/1/24 0:00,5274.081819,1872.525569,2706.030866
1/2/24 1:00,4811.505024,1554.321019,2082.372882
1/2/24 2:00,4730.008502,1500.686955,1996.413494
1/2/24 3:00,4508.59937,1412.759358,1956.910678
1/2/24 4:00,4445.903303,1407.956423,2028.027349
1/2/24 5:00,4468.656874,1416.265468,2086.975392
1/2/24 6:00,4574.704146,1466.159987,2224.58123
1/2/24 7:00,4735.790965,1539.813608,2394.177921
1/2/24 8:00,5031.848084,1691.788957,2515.890392
1/2/24 9:00,5311.842753,1866.337265,2657.352189
1/2/24 10:00,5507.647876,1992.287879,2771.696415
1/2/24 11:00,5590.983676,2001.919909,2828.2828
1/2/24 12:00,5622.571492,1977.131628,2863.921326
1/2/24 13:00,5552.597799,1909.567704,2790.257621
1/2/24 14:00,5475.132322,1853.762589,2732.489366
1/2/24 15:00,5435.1642,1811.051342,2783.96502
