DATETIME,1,2,3
6/1/24 1:00,4609.941231,1366.378999,1973.64849
6/1/24 2:00,4515.979499,1379.43262,1999.417561
6/1/24 3:00,4411.128256,1352.016479,1956.456613
6/1/24 4:00,4487.657621,1385.143991,1971.368064
6/1/24 5:00,4606.624042,1509.691125,2096.874008
6/1/24 6:00,4914.774022,1706.731896,2320.668348
6/1/24 7:00,5484.270139,1832.760993,2533.340545
6/1/24 8:00,5900.389037,1878.220841,2663.786424
6/1/24 9:00,6283.923603,1923.443229,2805.216978
6/1/24 10:00,6616.56576,1965.117247,2882.730393
6/1/24 11:00,6832.635385,1990.142989,2933.119989
6/1/24 12:00,6983.651661,2011.576088,2949.063344
6/1/24 13:00,7063.576922,2009.242035,2949.00919
6/1/24 14:00,7103.411424,1985.464821,2953.840816
6/1/24 15:00,7126.077136,1966.40401,2908.386989
6/1/24 16:00,7107.576866,1965.199754,2860.463194
6/1/24 17:00,6921.877063,1971.082177,2892.316579
6/1/24 18:00,6604.262403,1948.515256,2997.908651
6/1/24 19:00,6274.800155,1969.700833,3139.370448
6/1/24 20:00,6403.677875,2133.430966,3219.008075
6/1/24 21:00,6391.177887,2094.694714,3103.313266
6/1/24 22:00,5954.772523,1897.917563,2784.936522
6/1/24 23:00,5362.610695,1692.362484,2505.848059
6/1/24 0:00,4949.700992,1506.881296,2223.153581
6/2/24 1:00,5156.244481,1526.643269,2118.558004
6/2/24 2:00,4792.245138,1446.936173,1991.949338
6/2/24 3:00,4587.043059,1467.165017,1905.948293
6/2/24 4:00,4402.617992,1560.922715,1874.092826
6/2/24 5:00,4376.000995,1699.81627,2042.493067
6/2/24 6:00,4752.001678,1772.231426,2310.407314
6/2/24 7:00,5547.754056,1879.17355,2564.875251
6/2/24 8:00,6005.850581,1935.151729,2726.078042
6/2/24 9:00,6148.515838,1931.691903,2788.896624
6/2/24 10:00,6298.656405,1906.87746,2884.856688
6/2/24 11:00,6466.125007,1931.957536,2957.450996
6/2/24 12:00,6551.477634,1926.097249,3023.754788
6/2/24 13:00,6573.124865,1922.556929,3067.920518
6/2/24 14:00,6628.158922,1927.327666,3092.445232
6/2/24 15:00,6619.527851,1934.472703,3097.356006
6/2/24 16:00,6638.859901,1974.71708,3108.415664
6/2/24 17:00,6693.749355,1986.514124,3076.433142
6/2/24 18:00,6726.94948,1994.885553,2960.973697
6/2/24 19:00,6861.626915,1976.843858,3040.888345
6/2/24 20:00,7328.006734,2070.343973,3315.850076
6/2/24 21:00,7422.16798,1999.179357,3248.316508
6/2/24 22:00,7099.01796,1851.968708,2940.997339
6/2/24 23:00,6398.982394,1688.06551,2572.203922
6/2/24 0:00,5733.815226,1563.411721,2278.422709
6/3/24 1:00,4970.674636,1575.240963,2236.435345
6/3/24 2:00,4710.359793,1499.337808,1953.926242
6/3/24 3:00,4590.222968,1498.173801,1893.729677
6/3/24 4:00,4566.599178,1596.816941,1881.744341
6/3/24 5:00,4690.467641,1768.761538,1989.979259
6/3/24 6:00,5182.797414,1881.479429,2282.468209
6/3/24 7:00,5863.213557,1965.804322,2580.945661
6/3/24 8:00,6250.255674,2052.646394,2783.84838
6/3/24 9:00,6396.402857,2070.577408,2896.971161
6/3/24 10:00,6512.28638,2082.52538,3024.774195
6/3/24 11:00,6664.862936,2112.293686,3161.16067
6/3/24 12:00,6795.548817,2125.345295,3266.777737
6/3/24 13:00,6864.795063,2114.663961,3320.78168
6/3/24 14:00,6995.46081,2158.553302,3368.678397
6/3/24 15:00,7080.778659,2173.991286,3356.418123
6/3/24 16:00,7132.671245,2191.731124,3320.889989
6/3/24 17:00,7297.634304,2194.099387,3258.265113
6/3/24 18:00,7454.636997,2253.499157,3109.864142
6/3/24 19:00,7027.712787,2198.703097,3267.029764
6/3/24 20:00,7118.624569,2194.939403,3453.460079
6/3/24 21:00,6983.532685,2044.315213,3313.248888
6/3/24 22:00,6546.416348,1863.948878,2977.680267
6/3/24 23:00,5890.746807,1697.707603,2584.44545
6/3/24 0:00,5445.379071,1562.283936,2304.175117
6/4/24 1:00,5084.250299,1493.320556,2247.417937
6/4/24 2:00,4785.953045,1511.044296,2296.371552
6/4/24 3:00,4708.17457,1560.950889,2270.623311
6/4/24 4:00,4772.922241,1659.477312,2275.654892
6/4/24 5:00,4981.203557,1825.690413,2317.527698
6/4/24 6:00,5261.883573,1935.08532,2433.262081
6/4/24 7:00,5562.234263,2053.921082,2595.686317
6/4/24 8:00,5930.607713,2153.689996,2678.237562
6/4/24 9:00,6055.125968,2162.039289,2740.979078
6/4/24 10:00,6046.767627,2144.237067,2796.216963
6/4/24 11:00,5947.579873,2069.485846,2783.902534
6/4/24 12:00,5881.795417,1999.420842,2721.196427
6/4/24 13:00,5833.148634,1941.195142,2660.970701
6/4/24 14:00,5761.821497,1917.442076,2617.957681
6/4/24 15:00,5703.457439,1988.592605,2586.035562
6/4/24 16:00,5781.177341,2260.209521,2578.702726
6/4/24 17:00,6489.016636,2447.606188,2809.52997
6/4/24 18:00,6942.228371,2359.998559,3174.382031
6/4/24 19:00,6530.184448,2151.345881,3082.686168
6/4/24 20:00,6357.65456,2047.923954,3011.232072
6/4/24 21:00,6096.645217,1872.038574,2921.152202
6/4/24 22:00,5727.156274,1705.763089,2769.683481
6/4/24 23:00,5354.306214,1585.817653,2591.31589
6/4/24 0:00,5068.895161,1533.558896,2403.255887
6/5/24 1:00,4979.956277,1407.811532,2174.788219
6/5/24 2:00,4658.168852,1329.544139,2135.462446
6/5/24 3:00,4573.99029,1387.697393,2086.371361
6/5/24 4:00,4570.757299,1413.752314,2093.741689
6/5/24 5:00,4469.322087,1468.512151,2049.573876
6/5/24 6:00,4636.949934,1646.673225,2138.226098
6/5/24 7:00,4988.0887,1836.585058,2249.026795
6/5/24 8:00,5201.141321,1930.473561,2367.176991
6/5/24 9:00,5487.472013,1941.223315,2511.035855
6/5/24 10:00,5738.016498,1908.043481,2620.383909
6/5/24 11:00,5902.197198,1860.60577,2665.87731
6/5/24 12:00,5988.581118,1797.713976,2663.41984
6/5/24 13:00,6030.774732,1766.926554,2622.891368
6/5/24 14:00,6119.36401,1758.609459,2602.003912
6/5/24 15:00,6178.876508,1781.184431,2599.583933
6/5/24 16:00,6266.430832,1848.788602,2630.349176
6/5/24 17:00,6219.000213,1908.150137,2663.563558
6/5/24 18:00,6359.125149,2153.844949,2774.170548
6/5/24 19:00,6559.867092,2169.351353,2874.038642
6/5/24 20:00,6318.257523,1813.149948,2812.404014
6/5/24 21:00,6167.567836,1525.700622,2799.618857
6/5/24 22:00,5792.420897,1352.302236,2612.547019
6/5/24 23:00,5355.966112,1276.242116,2372.828069
6/5/24 0:00,5071.734616,1279.679806,2248.585227
6/6/24 1:00,4683.041752,1445.667521,2009.043321
6/6/24 2:00,4636.635106,1367.373967,1941.520168
6/6/24 3:00,4536.659501,1427.949819,1934.326883
6/6/24 4:00,4622.625312,1585.934371,2023.095746
6/6/24 5:00,4897.474495,1859.03325,2294.938852
6/6/24 6:00,5335.326653,2066.908295,2757.080731
6/6/24 7:00,5760.767461,2046.912887,2932.807559
