,Wind01,Wind02,Wind03,Wind04,Wind05,Wind06,Wind07,Wind08,Wind09,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16,Wind17
1,0.896997659,3.075714528,1.961906023,1.142834496,0.10321413,2.580030969,1.309116914,1.491323116,1.311363969,1.439183009,1.235829454,20.89014711,8.12602875,44.04074008,17.3509479,20.29989562,32.35541663
2,0.89467206,3.089318805,1.948994199,1.140348486,0.10330437,2.589125731,1.307617726,1.492029028,1.310149069,1.439385504,1.23708538,21.0024404,8.174517895,44.26728482,17.4260174,20.27130662,32.38691104
3,0.889622612,3.091236545,1.938630841,1.137738245,0.103159053,2.593395834,1.301428885,1.49011598,1.307403951,1.437170922,1.232931562,21.09066884,8.21129287,44.493092,17.50172303,20.23835423,32.38546521
4,0.882030318,3.082592085,1.930569202,1.134986732,0.102796364,2.592963739,1.29092631,1.485715786,1.303163956,1.432665842,1.223894605,21.1549343,8.236814051,44.71667396,17.57697191,20.19981563,32.35556265
5,0.87207618,3.064509763,1.924562534,1.132076905,0.102234488,2.587951906,1.276485919,1.478960256,1.297464428,1.425996846,1.210501113,21.19533866,8.251541818,44.93654305,17.65067112,20.154468,32.30168688
6,0.859925984,3.038073998,1.920375603,1.128995104,0.10149262,2.578431142,1.258468667,1.469989022,1.290349914,1.417303095,1.193272714,21.21174448,8.255843419,45.15102294,17.72158879,20.10109397,32.22846774
7,0.845684645,3.004209535,1.917819215,1.125741182,0.100594003,2.564265651,1.237175655,1.458972985,1.281901776,1.406774064,1.172711124,21.20305711,8.249713586,45.35768265,17.78793705,20.03849804,32.14112044
8,0.82944186,2.963801203,1.916715693,1.122318375,0.099562892,2.545267981,1.212893022,1.446090864,1.272210583,1.394611809,1.149313084,21.16794258,8.233053922,45.5539025,17.84778907,19.96549016,32.04500652
9,0.811287328,2.917733828,1.916887354,1.118729918,0.098423539,2.521250684,1.185906904,1.431521378,1.261366902,1.381018386,1.123575335,21.10506694,8.20576603,45.73706283,17.89921801,19.88088031,31.94548752
10,0.791386833,2.86709183,1.918098964,1.114962147,0.097195141,2.492284569,1.156578256,1.415404157,1.24941528,1.366132955,1.096019503,21.01429276,8.16821716,45.90548733,17.94099197,19.78345112,31.84719329
11,0.770210509,2.813757992,1.919885062,1.110933817,0.095876662,2.459473474,1.125567304,1.397722476,1.23621618,1.349843094,1.067266761,20.90026871,8.122637144,46.06127302,17.97465887,19.67187595,31.7518269
